20191009T101404Z,2118880,254
20191009T102018Z,2123305,160
20191009T140027Z,2127632,497
20191009T140032Z,2132488,240
20191009T140033Z,2133392,301
20191009T205817Z,2432312,282
20191009T210847Z,2547786,357
20191009T211153Z,2552316,216
20191009T212542Z,2556687,235
20191010T060652Z,2561095,329
20191010T073528Z,2565588,581
20191010T074145Z,2570345,244
20191010T075850Z,2574747,310
20191010T091122Z,2579235,273
20191010T092538Z,2583667,160
20191010T094539Z,2588001,262
20191010T095138Z,2592419,113
20191010T111501Z,2596708,234
20191010T111937Z,2601107,862
20191010T121207Z,2606142,394
20191010T181134Z,2610701,329
20191010T181135Z,2611499,339
20191010T181835Z,2616013,160
20191010T182601Z,2620329,263
20191010T183357Z,2624766,553
20191010T191425Z,2629482,168
20191010T195541Z,2633823,170
20191010T200419Z,2638152,337
20191010T201052Z,2642661,300
20191011T061241Z,2647123,291
20191011T064932Z,2651589,262
20191011T074634Z,2656149,253
20191011T091608Z,2660558,356
20191011T092406Z,2665091,262
20191011T094131Z,2669509,291
20191011T102542Z,2673972,198
20191011T112956Z,2678326,160
20191011T120326Z,2682663,179
20191011T122626Z,2686999,281
20191011T143248Z,2691451,348
20191011T144011Z,2695952,198
20191011T150322Z,2700327,703
20191011T151834Z,2705184,581
20191011T154534Z,2709939,235
20191011T172138Z,2714331,141
20191011T180010Z,2718645,263
20191011T185549Z,2723062,141
20191011T192350Z,2727375,253
20191011T200758Z,2731791,272
20191011T201911Z,2736237,141
20191011T205135Z,2740535,75
20191011T211240Z,2744780,180
20191011T221044Z,2749118,216
20191011T222146Z,2753515,404
20191012T052644Z,2758077,236
20191012T083133Z,2762486,403
20191012T234049Z,2767052,273
20191013T091304Z,2808489,376
20191013T093242Z,2813024,197
20191013T114507Z,2817401,168
20191013T144513Z,2821733,375
20191013T153624Z,2826284,318
20191013T174223Z,2830762,272
20191013T194120Z,2835215,132
20191013T210214Z,2839508,459
20191013T210215Z,2840713,316
20191014T054521Z,2845209,85
20191014T112431Z,2849592,179
20191014T184317Z,2853937,366
20191014T190237Z,2858479,132
20191014T201434Z,2862770,273
20191014T213437Z,2867218,143
20191014T221503Z,2871527,226
20191014T222306Z,2875930,272
20191015T050351Z,2880363,124
20191015T082813Z,2884663,178
20191015T103003Z,2889001,188
20191015T110348Z,2893368,403
20191015T130701Z,2897931,187
20191015T132140Z,2902297,132
20191015T135521Z,2906590,245
20191015T135851Z,2911016,160
20191015T140542Z,2915336,216
20191015T153236Z,2919728,141
20191015T155137Z,2924028,234
20191015T180937Z,2928425,170
20191015T211915Z,2932746,159
20191016T054452Z,2937070,263
20191016T072626Z,3120636,188
20191016T080004Z,3124989,150
20191016T091324Z,6898,141
20191016T105643Z,6877,234
20191016T164014Z,58404,123
20191016T180543Z,62697,114
20191016T195351Z,66960,160
20191016T220115Z,71290,300
20191016T220116Z,71837,279
20191017T070424Z,76270,188
20191017T103818Z,80626,151
20191017T162422Z,84930,113
20191017T204050Z,89214,95
20191017T212355Z,93462,151
20191018T063234Z,97784,85
20191018T123506Z,102160,216
20191018T131115Z,106528,272
20191018T195156Z,110971,225
20191018T210503Z,115353,169
20191019T072030Z,119692,150
20191019T094846Z,123995,141
20191019T142457Z,128306,170
20191019T144913Z,196638,104
20191019T165650Z,200914,141
20191019T222523Z,205209,225
20191019T223711Z,209605,114
20191020T064425Z,213871,113
20191020T141150Z,218154,281
20191020T163720Z,222590,169
20191020T180915Z,226929,197
20191020T220012Z,231277,282
20191021T060425Z,235729,141
20191021T072317Z,240023,103
20191021T133451Z,244301,160
20191021T143130Z,248617,198
20191021T182926Z,252987,123
20191021T192648Z,257265,160
20191021T212437Z,261597,141
20191021T214248Z,265893,300
20191022T054453Z,270369,216
20191022T164609Z,274738,122
20191022T182836Z,325775,123
20191022T205305Z,330073,141
20191023T075615Z,334370,141
20191023T130550Z,338684,113
20191023T133432Z,342955,123
20191023T152246Z,347250,188
20191023T153721Z,351596,76
20191023T215057Z,355849,216
20191023T221045Z,360220,226
20191024T060927Z,364618,95
20191024T192852Z,368866,142
20191024T211543Z,373303,113
20191025T063632Z,377594,141
20191025T072544Z,381893,113
20191025T091121Z,386178,160
20191027T121757Z,390495,170
20191027T131534Z,439960,170
20191027T163724Z,444289,123
20191028T084206Z,448584,206
20191028T115009Z,452947,151
20191029T150141Z,457270,151
20191029T160831Z,461583,141
20191030T074338Z,465901,207
20191030T074340Z,467126,129
20191030T090327Z,471419,48
20191030T092849Z,475643,123
20191030T103117Z,479928,76
20191030T104533Z,484180,58
20191030T120417Z,488395,142
20191030T143226Z,492760,67
20191030T170650Z,533646,123
20191030T180534Z,537915,123
20191030T192225Z,542207,132
20191030T212036Z,546485,141
20191030T215310Z,550790,151
